datetime,datetime,year,month,day,random,sazonal,timeSeries
2003-01-01 00:00:00,2003-01-01 00:00:00,2003,1,1,0.29009930569368547,1.0,10.290099305693685
2003-01-01 01:00:00,2003-01-01 01:00:00,2003,1,1,0.9923353793883707,0.9999997588734665,10.992332968123035
2003-01-01 02:00:00,2003-01-01 02:00:00,2003,1,1,0.5825244808761212,0.9999990354939822,10.582514835815942
2003-01-01 03:00:00,2003-01-01 03:00:00,2003,1,1,0.39202548248194924,0.999997829861896,10.39200378110091
2003-01-01 04:00:00,2003-01-01 04:00:00,2003,1,1,0.23881681330483373,0.9999961419777894,10.238778233082726
2003-01-01 05:00:00,2003-01-01 05:00:00,2003,1,1,0.06559254910638646,0.9999939718424762,10.065532267531148
2003-01-01 06:00:00,2003-01-01 06:00:00,2003,1,1,0.02597022970332752,0.9999913194570031,10.025883424273358
2003-01-01 07:00:00,2003-01-01 07:00:00,2003,1,1,0.7707608150899643,0.9999881848226492,10.770642663316456
2003-01-01 08:00:00,2003-01-01 08:00:00,2003,1,1,0.8924831402143637,0.9999845679409262,10.892328819623625
2003-01-01 09:00:00,2003-01-01 09:00:00,2003,1,1,0.20689661569815854,0.9999804688135782,10.20670130383394
2003-01-01 10:00:00,2003-01-01 10:00:00,2003,1,1,0.9280917352071164,0.9999758874425823,10.927850609632939
2003-01-01 11:00:00,2003-01-01 11:00:00,2003,1,1,0.690852450619125,0.9999708238301476,10.690560688920602
2003-01-01 12:00:00,2003-01-01 12:00:00,2003,1,1,0.708988306416277,0.9999652779787161,10.70864108620344
2003-01-01 13:00:00,2003-01-01 13:00:00,2003,1,1,0.4443349402436918,0.9999592498909624,10.443927439153317
2003-01-01 14:00:00,2003-01-01 14:00:00,2003,1,1,0.3440368367262191,0.9999527395697936,10.343564232424155
2003-01-01 15:00:00,2003-01-01 15:00:00,2003,1,1,0.15247936298235243,0.9999457470183493,10.151936833165847
2003-01-01 16:00:00,2003-01-01 16:00:00,2003,1,1,0.3714906579719196,0.9999382722400014,10.370873380371934
2003-01-01 17:00:00,2003-01-01 17:00:00,2003,1,1,0.6464760699172108,0.9999303152383551,10.645779222300762
2003-01-01 18:00:00,2003-01-01 18:00:00,2003,1,1,0.6379930707938556,0.9999218760172474,10.63721183096633
2003-01-01 19:00:00,2003-01-01 19:00:00,2003,1,1,0.9965840782032246,0.999912954580748,10.995713624010705
2003-01-01 20:00:00,2003-01-01 20:00:00,2003,1,1,0.9964088383404024,0.9999035509331596,10.995444347671999
2003-01-01 21:00:00,2003-01-01 21:00:00,2003,1,1,0.5724771900982024,0.9998936650790171,10.571413840888374
2003-01-01 22:00:00,2003-01-01 22:00:00,2003,1,1,0.5704960932566808,0.9998832970230879,10.56932906348756
2003-01-01 23:00:00,2003-01-01 23:00:00,2003,1,1,0.4100849350310507,0.9998724467703719,10.40880940273477
2003-01-02 00:00:00,2003-01-02 00:00:00,2003,1,2,0.9526466786151405,0.9998611143261019,10.95125782187616
2003-01-02 01:00:00,2003-01-02 01:00:00,2003,1,2,0.07688565028065353,0.9998492996957429,10.075378647238082
2003-01-02 02:00:00,2003-01-02 02:00:00,2003,1,2,0.698731543008778,0.9998370028849926,10.697101571858704
2003-01-02 03:00:00,2003-01-02 03:00:00,2003,1,2,0.9983877503826185,0.999824223899781,10.996629989380429
2003-01-02 04:00:00,2003-01-02 04:00:00,2003,1,2,0.3705416963898114,0.9998109627462709,10.36865132385252
2003-01-02 05:00:00,2003-01-02 05:00:00,2003,1,2,0.27285296281092397,0.9997972194308576,10.270825157119502
2003-01-02 06:00:00,2003-01-02 06:00:00,2003,1,2,0.8987754866623346,0.9997829939601689,10.896605426264022
2003-01-02 07:00:00,2003-01-02 07:00:00,2003,1,2,0.040519229579969784,0.999768286341065,10.038202092990618
2003-01-02 08:00:00,2003-01-02 08:00:00,2003,1,2,0.1983236796919745,0.9997530965806385,10.19585464549836
2003-01-02 09:00:00,2003-01-02 09:00:00,2003,1,2,0.8594062639315593,0.999737424686215,10.856780510793708
2003-01-02 10:00:00,2003-01-02 10:00:00,2003,1,2,0.5981942122546805,0.9997212706653522,10.595406918908203
2003-01-02 11:00:00,2003-01-02 11:00:00,2003,1,2,0.12458875549558757,0.9997046345258405,10.121635100753991
2003-01-02 12:00:00,2003-01-02 12:00:00,2003,1,2,0.5236318286244114,0.9996875162757026,10.520506991381438
2003-01-02 13:00:00,2003-01-02 13:00:00,2003,1,2,0.8410696793865312,0.9996699159231939,10.837768838618471
2003-01-02 14:00:00,2003-01-02 14:00:00,2003,1,2,0.9535688828195451,0.9996518334768022,10.950087217587566
2003-01-02 15:00:00,2003-01-02 15:00:00,2003,1,2,0.4246065293706375,0.9996332689452478,10.420939218823115
2003-01-02 16:00:00,2003-01-02 16:00:00,2003,1,2,0.17439963344925502,0.9996142223374836,10.17054185682409
2003-01-02 17:00:00,2003-01-02 17:00:00,2003,1,2,0.2913943759069927,0.9995946936626949,10.287341312533943
2003-01-02 18:00:00,2003-01-02 18:00:00,2003,1,2,0.08256645281318042,0.9995746829302993,10.078313282116174
2003-01-02 19:00:00,2003-01-02 19:00:00,2003,1,2,0.27884726278731964,0.9995541901499472,10.274389164286791
2003-01-02 20:00:00,2003-01-02 20:00:00,2003,1,2,0.04259854935736729,0.9995332153315211,10.037930702672577
2003-01-02 21:00:00,2003-01-02 21:00:00,2003,1,2,0.4884147950501678,0.9995117584851364,10.483532379901533
2003-01-02 22:00:00,2003-01-02 22:00:00,2003,1,2,0.6306612493646734,0.9994898196211406,10.625559445576078
2003-01-02 23:00:00,2003-01-02 23:00:00,2003,1,2,0.3210421513250242,0.9994673987501137,10.315716138826161
2003-01-03 00:00:00,2003-01-03 00:00:00,2003,1,3,0.4620283045630741,0.9994444958828685,10.456473263391759
2003-01-03 01:00:00,2003-01-03 01:00:00,2003,1,3,0.8857155807706322,0.9994211110304497,10.87992669107513
2003-01-03 02:00:00,2003-01-03 02:00:00,2003,1,3,0.46873276581477064,0.999397244204135,10.462705207856121
2003-01-03 03:00:00,2003-01-03 03:00:00,2003,1,3,0.8941880456460674,0.999372895415434,10.887916999800407
2003-01-03 04:00:00,2003-01-03 04:00:00,2003,1,3,0.7262536773645908,0.999348064676089,10.719734324125481
2003-01-03 05:00:00,2003-01-03 05:00:00,2003,1,3,0.5639396441138923,0.999322751998075,10.557167164094642
2003-01-03 06:00:00,2003-01-03 06:00:00,2003,1,3,0.5265486270721719,0.9992969573935987,10.51951820100816
2003-01-03 07:00:00,2003-01-03 07:00:00,2003,1,3,0.3862308456029381,0.9992706808750998,10.378937654353937
2003-01-03 08:00:00,2003-01-03 08:00:00,2003,1,3,0.4194092366410266,0.9992439224552503,10.411848461193529
2003-01-03 09:00:00,2003-01-03 09:00:00,2003,1,3,0.08363767233125963,0.9992166821469545,10.075804493800804
2003-01-03 10:00:00,2003-01-03 10:00:00,2003,1,3,0.4751267508449023,0.999188959963349,10.467016350478392
2003-01-03 11:00:00,2003-01-03 11:00:00,2003,1,3,0.04589024116109042,0.9991607559178031,10.037497800339121
2003-01-03 12:00:00,2003-01-03 12:00:00,2003,1,3,0.6797678593684277,0.9991320700239181,10.67108855960761
2003-01-03 13:00:00,2003-01-03 13:00:00,2003,1,3,0.8673702941573811,0.9991029022955281,10.858399317112662
2003-01-03 14:00:00,2003-01-03 14:00:00,2003,1,3,0.5231081649113573,0.9990732527466991,10.513840692378349
2003-01-03 15:00:00,2003-01-03 15:00:00,2003,1,3,0.6586026376377111,0.9990431213917298,10.649033851555009
2003-01-03 16:00:00,2003-01-03 16:00:00,2003,1,3,0.32785220752209165,0.9990125082451511,10.317977289973603
2003-01-03 17:00:00,2003-01-03 17:00:00,2003,1,3,0.8720936959896679,0.9989814133217262,10.86190782920693
2003-01-03 18:00:00,2003-01-03 18:00:00,2003,1,3,0.8562349148048616,0.9989498366364509,10.84573328116937
2003-01-03 19:00:00,2003-01-03 19:00:00,2003,1,3,0.9247298463424388,0.998917778204553,10.91390762838797
2003-01-03 20:00:00,2003-01-03 20:00:00,2003,1,3,0.5178683276078503,0.9988852380414929,10.50672070802278
2003-01-03 21:00:00,2003-01-03 21:00:00,2003,1,3,0.5868904363855192,0.998852216162963,10.575412598015149
2003-01-03 22:00:00,2003-01-03 22:00:00,2003,1,3,0.6950041246365596,0.9988187125848885,10.683191250485445
2003-01-03 23:00:00,2003-01-03 23:00:00,2003,1,3,0.8986356910761476,0.9987847273234264,10.886482964310412
2003-01-04 00:00:00,2003-01-04 00:00:00,2003,1,4,0.7834576005109193,0.9987502603949663,10.770960204460582
