datetime,datetime,year,month,day,random,sazonal,timeSeries
2004-01-01 00:00:00,2004-01-01 00:00:00,2004,1,1,0.3279813212250986,1.0,10.3279813212251
2004-01-01 01:00:00,2004-01-01 01:00:00,2004,1,1,0.9975498719821645,0.9999997588734665,10.997547460716829
2004-01-01 02:00:00,2004-01-01 02:00:00,2004,1,1,0.6162626009130197,0.9999990354939822,10.616252955852842
2004-01-01 03:00:00,2004-01-01 03:00:00,2004,1,1,0.6428721923413355,0.999997829861896,10.642850490960296
2004-01-01 04:00:00,2004-01-01 04:00:00,2004,1,1,0.18195236273714654,0.9999961419777894,10.18191378251504
2004-01-01 05:00:00,2004-01-01 05:00:00,2004,1,1,0.8284162266645756,0.9999939718424762,10.828355945089339
2004-01-01 06:00:00,2004-01-01 06:00:00,2004,1,1,0.6261853580579559,0.9999913194570031,10.626098552627987
2004-01-01 07:00:00,2004-01-01 07:00:00,2004,1,1,0.19770301439659765,0.9999881848226492,10.19758486262309
2004-01-01 08:00:00,2004-01-01 08:00:00,2004,1,1,0.27309414608542826,0.9999845679409262,10.27293982549469
2004-01-01 09:00:00,2004-01-01 09:00:00,2004,1,1,0.5935804083885216,0.9999804688135782,10.593385096524305
2004-01-01 10:00:00,2004-01-01 10:00:00,2004,1,1,0.5765617456726055,0.9999758874425823,10.576320620098429
2004-01-01 11:00:00,2004-01-01 11:00:00,2004,1,1,0.5679120101363929,0.9999708238301476,10.56762024843787
2004-01-01 12:00:00,2004-01-01 12:00:00,2004,1,1,0.39592083529000066,0.9999652779787161,10.395573615077163
2004-01-01 13:00:00,2004-01-01 13:00:00,2004,1,1,0.47204463706336863,0.9999592498909624,10.471637135972994
2004-01-01 14:00:00,2004-01-01 14:00:00,2004,1,1,0.08594827409518258,0.9999527395697936,10.085475669793118
2004-01-01 15:00:00,2004-01-01 15:00:00,2004,1,1,0.3919430484398062,0.9999457470183493,10.3914005186233
2004-01-01 16:00:00,2004-01-01 16:00:00,2004,1,1,0.010075617668958814,0.9999382722400014,10.009458340068973
2004-01-01 17:00:00,2004-01-01 17:00:00,2004,1,1,0.5342858143158454,0.9999303152383551,10.533588966699396
2004-01-01 18:00:00,2004-01-01 18:00:00,2004,1,1,0.26456893660698766,0.9999218760172474,10.263787696779461
2004-01-01 19:00:00,2004-01-01 19:00:00,2004,1,1,0.8578841276961533,0.999912954580748,10.857013673503634
2004-01-01 20:00:00,2004-01-01 20:00:00,2004,1,1,0.6974280000088262,0.9999035509331596,10.696463509340422
2004-01-01 21:00:00,2004-01-01 21:00:00,2004,1,1,0.689670530679212,0.9998936650790171,10.688607181469383
2004-01-01 22:00:00,2004-01-01 22:00:00,2004,1,1,0.09130714245568439,0.9998832970230879,10.090140112686564
2004-01-01 23:00:00,2004-01-01 23:00:00,2004,1,1,0.21398311732112807,0.9998724467703719,10.212707585024846
2004-01-02 00:00:00,2004-01-02 00:00:00,2004,1,2,0.82513746119121,0.9998611143261019,10.823748604452229
2004-01-02 01:00:00,2004-01-02 01:00:00,2004,1,2,0.9437613820527861,0.9998492996957429,10.942254379010215
2004-01-02 02:00:00,2004-01-02 02:00:00,2004,1,2,0.9474028557671883,0.9998370028849926,10.945772884617115
2004-01-02 03:00:00,2004-01-02 03:00:00,2004,1,2,0.6105770493507001,0.999824223899781,10.60881928834851
2004-01-02 04:00:00,2004-01-02 04:00:00,2004,1,2,0.7088621603125795,0.9998109627462709,10.706971787775288
2004-01-02 05:00:00,2004-01-02 05:00:00,2004,1,2,0.3051359040261947,0.9997972194308576,10.303108098334771
2004-01-02 06:00:00,2004-01-02 06:00:00,2004,1,2,0.531647522948494,0.9997829939601689,10.529477462550183
2004-01-02 07:00:00,2004-01-02 07:00:00,2004,1,2,0.2695599687487733,0.999768286341065,10.267242832159422
2004-01-02 08:00:00,2004-01-02 08:00:00,2004,1,2,0.33073778529561715,0.9997530965806385,10.328268751102003
2004-01-02 09:00:00,2004-01-02 09:00:00,2004,1,2,0.5171550016791886,0.999737424686215,10.514529248541338
2004-01-02 10:00:00,2004-01-02 10:00:00,2004,1,2,0.9864522031316005,0.9997212706653522,10.983664909785123
2004-01-02 11:00:00,2004-01-02 11:00:00,2004,1,2,0.3538763556496377,0.9997046345258405,10.350922700908042
2004-01-02 12:00:00,2004-01-02 12:00:00,2004,1,2,0.3375880604188217,0.9996875162757026,10.334463223175849
2004-01-02 13:00:00,2004-01-02 13:00:00,2004,1,2,0.5859650630934509,0.9996699159231939,10.58266422232539
2004-01-02 14:00:00,2004-01-02 14:00:00,2004,1,2,0.5256802722143462,0.9996518334768022,10.522198606982368
2004-01-02 15:00:00,2004-01-02 15:00:00,2004,1,2,0.7310279969991177,0.9996332689452478,10.727360686451595
2004-01-02 16:00:00,2004-01-02 16:00:00,2004,1,2,0.6620188754408528,0.9996142223374836,10.658161098815688
2004-01-02 17:00:00,2004-01-02 17:00:00,2004,1,2,0.5276045504445745,0.9995946936626949,10.523551487071526
2004-01-02 18:00:00,2004-01-02 18:00:00,2004,1,2,0.5203145425960168,0.9995746829302993,10.51606137189901
2004-01-02 19:00:00,2004-01-02 19:00:00,2004,1,2,0.9482674984776306,0.9995541901499472,10.943809399977102
2004-01-02 20:00:00,2004-01-02 20:00:00,2004,1,2,0.5284453350786362,0.9995332153315211,10.523777488393847
2004-01-02 21:00:00,2004-01-02 21:00:00,2004,1,2,0.5351219201572387,0.9995117584851364,10.530239505008604
2004-01-02 22:00:00,2004-01-02 22:00:00,2004,1,2,0.6446183344223162,0.9994898196211406,10.639516530633722
