datetime,datetime,year,month,day,random,sazonal,timeSeries
2006-01-01 00:00:00,2006-01-01 00:00:00,2006,1,1,0.0114867163466853,1.0,10.011486716346685
2006-01-01 01:00:00,2006-01-01 01:00:00,2006,1,1,0.014740853719805824,0.9999997588734665,10.01473844245447
2006-01-01 02:00:00,2006-01-01 02:00:00,2006,1,1,0.363318732099955,0.9999990354939822,10.363309087039777
2006-01-01 03:00:00,2006-01-01 03:00:00,2006,1,1,0.3246601939440461,0.999997829861896,10.324638492563006
2006-01-01 04:00:00,2006-01-01 04:00:00,2006,1,1,0.06940006805651444,0.9999961419777894,10.069361487834408
2006-01-01 05:00:00,2006-01-01 05:00:00,2006,1,1,0.5027656551691075,0.9999939718424762,10.50270537359387
2006-01-01 06:00:00,2006-01-01 06:00:00,2006,1,1,0.6435431931444349,0.9999913194570031,10.643456387714465
2006-01-01 07:00:00,2006-01-01 07:00:00,2006,1,1,0.647128692851753,0.9999881848226492,10.647010541078245
2006-01-01 08:00:00,2006-01-01 08:00:00,2006,1,1,0.17043109669584744,0.9999845679409262,10.170276776105108
2006-01-01 09:00:00,2006-01-01 09:00:00,2006,1,1,0.9056288269126783,0.9999804688135782,10.905433515048461
2006-01-01 10:00:00,2006-01-01 10:00:00,2006,1,1,0.50367988543216,0.9999758874425823,10.503438759857982
2006-01-01 11:00:00,2006-01-01 11:00:00,2006,1,1,0.8590525572247495,0.9999708238301476,10.858760795526226
2006-01-01 12:00:00,2006-01-01 12:00:00,2006,1,1,0.1515244265805874,0.9999652779787161,10.15117720636775
2006-01-01 13:00:00,2006-01-01 13:00:00,2006,1,1,0.1641331361363737,0.9999592498909624,10.163725635045997
2006-01-01 14:00:00,2006-01-01 14:00:00,2006,1,1,0.2748665728277767,0.9999527395697936,10.274393968525713
2006-01-01 15:00:00,2006-01-01 15:00:00,2006,1,1,0.10508006188999619,0.9999457470183493,10.10453753207349
2006-01-01 16:00:00,2006-01-01 16:00:00,2006,1,1,0.7091151520985052,0.9999382722400014,10.70849787449852
2006-01-01 17:00:00,2006-01-01 17:00:00,2006,1,1,0.9263452693824307,0.9999303152383551,10.925648421765981
2006-01-01 18:00:00,2006-01-01 18:00:00,2006,1,1,0.4606011000860921,0.9999218760172474,10.459819860258566
2006-01-01 19:00:00,2006-01-01 19:00:00,2006,1,1,0.9454015958003906,0.999912954580748,10.944531141607872
2006-01-01 20:00:00,2006-01-01 20:00:00,2006,1,1,0.878511177235942,0.9999035509331596,10.877546686567538
2006-01-01 21:00:00,2006-01-01 21:00:00,2006,1,1,0.9216121906157443,0.9998936650790171,10.920548841405916
2006-01-01 22:00:00,2006-01-01 22:00:00,2006,1,1,0.7002819511583718,0.9998832970230879,10.699114921389251
2006-01-01 23:00:00,2006-01-01 23:00:00,2006,1,1,0.6468615128580543,0.9998724467703719,10.645585980561773
2006-01-02 00:00:00,2006-01-02 00:00:00,2006,1,2,0.187767950688843,0.9998611143261019,10.186379093949862
2006-01-02 01:00:00,2006-01-02 01:00:00,2006,1,2,0.4914622425610262,0.9998492996957429,10.489955239518455
2006-01-02 02:00:00,2006-01-02 02:00:00,2006,1,2,0.7652255893992164,0.9998370028849926,10.763595618249143
2006-01-02 03:00:00,2006-01-02 03:00:00,2006,1,2,0.18325587871862137,0.999824223899781,10.18149811771643
2006-01-02 04:00:00,2006-01-02 04:00:00,2006,1,2,0.2405443673999218,0.9998109627462709,10.23865399486263
2006-01-02 05:00:00,2006-01-02 05:00:00,2006,1,2,0.3745396697488089,0.9997972194308576,10.372511864057387
2006-01-02 06:00:00,2006-01-02 06:00:00,2006,1,2,0.8916418493852036,0.9997829939601689,10.889471788986892
2006-01-02 07:00:00,2006-01-02 07:00:00,2006,1,2,0.8262703639140361,0.999768286341065,10.823953227324685
2006-01-02 08:00:00,2006-01-02 08:00:00,2006,1,2,0.39493265130589483,0.9997530965806385,10.39246361711228
2006-01-02 09:00:00,2006-01-02 09:00:00,2006,1,2,0.6582916243210651,0.999737424686215,10.655665871183214
2006-01-02 10:00:00,2006-01-02 10:00:00,2006,1,2,0.5175735589471387,0.9997212706653522,10.51478626560066
2006-01-02 11:00:00,2006-01-02 11:00:00,2006,1,2,0.63759910725647,0.9997046345258405,10.634645452514874
2006-01-02 12:00:00,2006-01-02 12:00:00,2006,1,2,0.8071046131699042,0.9996875162757026,10.803979775926932
2006-01-02 13:00:00,2006-01-02 13:00:00,2006,1,2,0.6296299877729399,0.9996699159231939,10.62632914700488
2006-01-02 14:00:00,2006-01-02 14:00:00,2006,1,2,0.2665422329191661,0.9996518334768022,10.263060567687187
2006-01-02 15:00:00,2006-01-02 15:00:00,2006,1,2,0.35758561382167986,0.9996332689452478,10.353918303274158
2006-01-02 16:00:00,2006-01-02 16:00:00,2006,1,2,0.04268295721822213,0.9996142223374836,10.038825180593058
2006-01-02 17:00:00,2006-01-02 17:00:00,2006,1,2,0.735720185527737,0.9995946936626949,10.731667122154688
2006-01-02 18:00:00,2006-01-02 18:00:00,2006,1,2,0.02328868501693493,0.9995746829302993,10.019035514319928
2006-01-02 19:00:00,2006-01-02 19:00:00,2006,1,2,0.05219817300557417,0.9995541901499472,10.047740074505047
2006-01-02 20:00:00,2006-01-02 20:00:00,2006,1,2,0.06125510026804304,0.9995332153315211,10.056587253583254
2006-01-02 21:00:00,2006-01-02 21:00:00,2006,1,2,0.4740064116768572,0.9995117584851364,10.469123996528221
2006-01-02 22:00:00,2006-01-02 22:00:00,2006,1,2,0.884836150073702,0.9994898196211406,10.879734346285108
2006-01-02 23:00:00,2006-01-02 23:00:00,2006,1,2,0.586145034187982,0.9994673987501137,10.58081902168912
