datetime,datetime,year,month,day,random,sazonal,timeSeries
2002-01-01 00:00:00,2002-01-01 00:00:00,2002,1,1,0.19247318147348713,1.0,10.192473181473487
2002-01-01 01:00:00,2002-01-01 01:00:00,2002,1,1,0.20098843856440984,0.9999997588734665,10.200986027299075
2002-01-01 02:00:00,2002-01-01 02:00:00,2002,1,1,0.8124847888659652,0.9999990354939822,10.812475143805788
2002-01-01 03:00:00,2002-01-01 03:00:00,2002,1,1,0.6687526905658893,0.999997829861896,10.668730989184848
2002-01-01 04:00:00,2002-01-01 04:00:00,2002,1,1,0.7081576159966418,0.9999961419777894,10.708119035774535
2002-01-01 05:00:00,2002-01-01 05:00:00,2002,1,1,0.23110225349168656,0.9999939718424762,10.231041971916449
2002-01-01 06:00:00,2002-01-01 06:00:00,2002,1,1,0.9190601799759257,0.9999913194570031,10.918973374545956
2002-01-01 07:00:00,2002-01-01 07:00:00,2002,1,1,0.5716936378777202,0.9999881848226492,10.571575486104212
2002-01-01 08:00:00,2002-01-01 08:00:00,2002,1,1,0.7028675147137154,0.9999845679409262,10.702713194122977
2002-01-01 09:00:00,2002-01-01 09:00:00,2002,1,1,0.38166949710175346,0.9999804688135782,10.381474185237536
2002-01-01 10:00:00,2002-01-01 10:00:00,2002,1,1,0.6184566461414147,0.9999758874425823,10.618215520567237
2002-01-01 11:00:00,2002-01-01 11:00:00,2002,1,1,0.02090008727510806,0.9999708238301476,10.020608325576584
2002-01-01 12:00:00,2002-01-01 12:00:00,2002,1,1,0.8431894662215319,0.9999652779787161,10.842842246008694
2002-01-01 13:00:00,2002-01-01 13:00:00,2002,1,1,0.6356532688813001,0.9999592498909624,10.635245767790925
2002-01-01 14:00:00,2002-01-01 14:00:00,2002,1,1,0.840439976647141,0.9999527395697936,10.839967372345077
2002-01-01 15:00:00,2002-01-01 15:00:00,2002,1,1,0.061249940878016496,0.9999457470183493,10.060707411061511
2002-01-01 16:00:00,2002-01-01 16:00:00,2002,1,1,0.8659028340402543,0.9999382722400014,10.865285556440268
2002-01-01 17:00:00,2002-01-01 17:00:00,2002,1,1,0.7552730278094386,0.9999303152383551,10.75457618019299
2002-01-01 18:00:00,2002-01-01 18:00:00,2002,1,1,0.9822619949804796,0.9999218760172474,10.981480755152953
2002-01-01 19:00:00,2002-01-01 19:00:00,2002,1,1,0.20903472957316793,0.999912954580748,10.208164275380648
2002-01-01 20:00:00,2002-01-01 20:00:00,2002,1,1,0.012970210187870035,0.9999035509331596,10.012005719519466
2002-01-01 21:00:00,2002-01-01 21:00:00,2002,1,1,0.3248071970792724,0.9998936650790171,10.323743847869443
2002-01-01 22:00:00,2002-01-01 22:00:00,2002,1,1,0.7965977729477961,0.9998832970230879,10.795430743178676
2002-01-01 23:00:00,2002-01-01 23:00:00,2002,1,1,0.07958753789167172,0.9998724467703719,10.07831200559539
2002-01-02 00:00:00,2002-01-02 00:00:00,2002,1,2,0.6582117520329591,0.9998611143261019,10.656822895293978
2002-01-02 01:00:00,2002-01-02 01:00:00,2002,1,2,0.5765191536462672,0.9998492996957429,10.575012150603696
2002-01-02 02:00:00,2002-01-02 02:00:00,2002,1,2,0.3708917459407225,0.9998370028849926,10.36926177479065
2002-01-02 03:00:00,2002-01-02 03:00:00,2002,1,2,0.09249475591482559,0.999824223899781,10.090736994912636
2002-01-02 04:00:00,2002-01-02 04:00:00,2002,1,2,0.47816162108039284,0.9998109627462709,10.476271248543101
2002-01-02 05:00:00,2002-01-02 05:00:00,2002,1,2,0.37679322545349614,0.9997972194308576,10.374765419762074
2002-01-02 06:00:00,2002-01-02 06:00:00,2002,1,2,0.7135204409966472,0.9997829939601689,10.711350380598336
2002-01-02 07:00:00,2002-01-02 07:00:00,2002,1,2,0.9289303395387354,0.999768286341065,10.926613202949385
2002-01-02 08:00:00,2002-01-02 08:00:00,2002,1,2,0.5607861837834429,0.9997530965806385,10.55831714958983
2002-01-02 09:00:00,2002-01-02 09:00:00,2002,1,2,0.45934334020994816,0.999737424686215,10.456717587072097
2002-01-02 10:00:00,2002-01-02 10:00:00,2002,1,2,0.5999047326322783,0.9997212706653522,10.597117439285801
2002-01-02 11:00:00,2002-01-02 11:00:00,2002,1,2,0.18689750990527731,0.9997046345258405,10.183943855163681
2002-01-02 12:00:00,2002-01-02 12:00:00,2002,1,2,0.6855608561925214,0.9996875162757026,10.682436018949549
2002-01-02 13:00:00,2002-01-02 13:00:00,2002,1,2,0.6347753636382029,0.9996699159231939,10.631474522870143
2002-01-02 14:00:00,2002-01-02 14:00:00,2002,1,2,0.7182899021634054,0.9996518334768022,10.714808236931427
2002-01-02 15:00:00,2002-01-02 15:00:00,2002,1,2,0.2911108277094334,0.9996332689452478,10.287443517161911
2002-01-02 16:00:00,2002-01-02 16:00:00,2002,1,2,0.06617098523370657,0.9996142223374836,10.062313208608542
2002-01-02 17:00:00,2002-01-02 17:00:00,2002,1,2,0.2070753419776329,0.9995946936626949,10.203022278604584
2002-01-02 18:00:00,2002-01-02 18:00:00,2002,1,2,0.7985189207394642,0.9995746829302993,10.794265750042458
2002-01-02 19:00:00,2002-01-02 19:00:00,2002,1,2,0.9860884334110762,0.9995541901499472,10.981630334910548
2002-01-02 20:00:00,2002-01-02 20:00:00,2002,1,2,0.21649138878115515,0.9995332153315211,10.211823542096365
2002-01-02 21:00:00,2002-01-02 21:00:00,2002,1,2,0.9923313696689001,0.9995117584851364,10.987448954520264
2002-01-02 22:00:00,2002-01-02 22:00:00,2002,1,2,0.0135942741573436,0.9994898196211406,10.008492470368749
2002-01-02 23:00:00,2002-01-02 23:00:00,2002,1,2,0.8876367693306656,0.9994673987501137,10.882310756831803
2002-01-03 00:00:00,2002-01-03 00:00:00,2002,1,3,0.03888600556403099,0.9994444958828685,10.033330964392716
2002-01-03 01:00:00,2002-01-03 01:00:00,2002,1,3,0.25433519146750205,0.9994211110304497,10.248546301772
2002-01-03 02:00:00,2002-01-03 02:00:00,2002,1,3,0.34795401319024866,0.999397244204135,10.341926455231599
2002-01-03 03:00:00,2002-01-03 03:00:00,2002,1,3,0.7167953716160242,0.999372895415434,10.710524325770363
2002-01-03 04:00:00,2002-01-03 04:00:00,2002,1,3,0.5346469429850539,0.999348064676089,10.528127589745944
2002-01-03 05:00:00,2002-01-03 05:00:00,2002,1,3,0.04197636875659805,0.999322751998075,10.035203888737348
2002-01-03 06:00:00,2002-01-03 06:00:00,2002,1,3,0.9884815060266823,0.9992969573935987,10.98145107996267
2002-01-03 07:00:00,2002-01-03 07:00:00,2002,1,3,0.5571266700131818,0.9992706808750998,10.54983347876418
2002-01-03 08:00:00,2002-01-03 08:00:00,2002,1,3,0.14221194539009951,0.9992439224552503,10.134651169942602
2002-01-03 09:00:00,2002-01-03 09:00:00,2002,1,3,0.3665867047327882,0.9992166821469545,10.358753526202332
2002-01-03 10:00:00,2002-01-03 10:00:00,2002,1,3,0.6312638371504966,0.999188959963349,10.623153436783987
2002-01-03 11:00:00,2002-01-03 11:00:00,2002,1,3,0.6578511199322619,0.9991607559178031,10.649458679110293
2002-01-03 12:00:00,2002-01-03 12:00:00,2002,1,3,0.06436848670278994,0.9991320700239181,10.055689186941972
2002-01-03 13:00:00,2002-01-03 13:00:00,2002,1,3,0.21247678821290883,0.9991029022955281,10.20350581116819
2002-01-03 14:00:00,2002-01-03 14:00:00,2002,1,3,0.9919989406504793,0.9990732527466991,10.98273146811747
2002-01-03 15:00:00,2002-01-03 15:00:00,2002,1,3,0.6469166312003914,0.9990431213917298,10.637347845117688
2002-01-03 16:00:00,2002-01-03 16:00:00,2002,1,3,0.870433435755421,0.9990125082451511,10.860558518206933
2002-01-03 17:00:00,2002-01-03 17:00:00,2002,1,3,0.2501163761125291,0.9989814133217262,10.239930509329792
2002-01-03 18:00:00,2002-01-03 18:00:00,2002,1,3,0.865938522985742,0.9989498366364509,10.85543688935025
2002-01-03 19:00:00,2002-01-03 19:00:00,2002,1,3,0.2358088398387097,0.998917778204553,10.22498662188424
2002-01-03 20:00:00,2002-01-03 20:00:00,2002,1,3,0.47556900960812276,0.9988852380414929,10.464421390023052
2002-01-03 21:00:00,2002-01-03 21:00:00,2002,1,3,0.8256444613575656,0.998852216162963,10.814166622987196
2002-01-03 22:00:00,2002-01-03 22:00:00,2002,1,3,0.9791691363686216,0.9988187125848885,10.967356262217507
2002-01-03 23:00:00,2002-01-03 23:00:00,2002,1,3,0.3306269666931495,0.9987847273234264,10.318474239927413
2002-01-04 00:00:00,2002-01-04 00:00:00,2002,1,4,0.6291523374612313,0.9987502603949663,10.616654941410895
2002-01-04 01:00:00,2002-01-04 01:00:00,2002,1,4,0.7594484237414559,0.9987153118161298,10.746601541902754
2002-01-04 02:00:00,2002-01-04 02:00:00,2002,1,4,0.5134492448111146,0.9986798816037711,10.500248060848826
2002-01-04 03:00:00,2002-01-04 03:00:00,2002,1,4,0.2542996872543787,0.9986439697749765,10.240739385004144
2002-01-04 04:00:00,2002-01-04 04:00:00,2002,1,4,0.6162514685822653,0.9986075763470647,10.602327232052911
2002-01-04 05:00:00,2002-01-04 05:00:00,2002,1,4,0.5788951453186343,0.9985707013375863,10.564602158694498
2002-01-04 06:00:00,2002-01-04 06:00:00,2002,1,4,0.7065015400401662,0.9985333447643246,10.691834987683412
2002-01-04 07:00:00,2002-01-04 07:00:00,2002,1,4,0.5038651522147916,0.9984955066452949,10.48882021866774
2002-01-04 08:00:00,2002-01-04 08:00:00,2002,1,4,0.5823937072575635,0.9984571869987445,10.566965577245009
2002-01-04 09:00:00,2002-01-04 09:00:00,2002,1,4,0.23771931667481117,0.9984183858431536,10.221903175106346
2002-01-04 10:00:00,2002-01-04 10:00:00,2002,1,4,0.1701837367743344,0.9983791031972338,10.153974768746671
2002-01-04 11:00:00,2002-01-04 11:00:00,2002,1,4,0.3211747973072506,0.9983393390799294,10.304568188106545
2002-01-04 12:00:00,2002-01-04 12:00:00,2002,1,4,0.09688809829819289,0.9982990935104169,10.079879033402362
2002-01-04 13:00:00,2002-01-04 13:00:00,2002,1,4,0.07232746715680005,0.9982583665081046,10.054911132237846
2002-01-04 14:00:00,2002-01-04 14:00:00,2002,1,4,0.3544479359584076,0.9982171580926334,10.336619516884742
2002-01-04 15:00:00,2002-01-04 15:00:00,2002,1,4,0.7567621000937754,0.9981754682838762,10.738516782932537
2002-01-04 16:00:00,2002-01-04 16:00:00,2002,1,4,0.14366916262911045,0.9981332971019379,10.12500213364849
2002-01-04 17:00:00,2002-01-04 17:00:00,2002,1,4,0.8009836014894289,0.9980906445671558,10.781890047160987
2002-01-04 18:00:00,2002-01-04 18:00:00,2002,1,4,0.005367572109043817,0.9980475107000991,9.985842679110036
2002-01-04 19:00:00,2002-01-04 19:00:00,2002,1,4,0.09899440461168685,0.9980038955215694,10.079033359827381
2002-01-04 20:00:00,2002-01-04 20:00:00,2002,1,4,0.22302767933385215,0.9979597990526001,10.202625669859852
2002-01-04 21:00:00,2002-01-04 21:00:00,2002,1,4,0.24708659510608955,0.9979152213144571,10.226238808250661
2002-01-04 22:00:00,2002-01-04 22:00:00,2002,1,4,0.7959083349755907,0.9978701623286378,10.77460995826197
2002-01-04 23:00:00,2002-01-04 23:00:00,2002,1,4,0.9287962057182981,0.9978246221168723,10.90704242688702
2002-01-05 00:00:00,2002-01-05 00:00:00,2002,1,5,0.7246671495042849,0.9977786007011223,10.702453156515508
2002-01-05 01:00:00,2002-01-05 01:00:00,2002,1,5,0.04543792386616963,0.997732098103582,10.02275890490199
2002-01-05 02:00:00,2002-01-05 02:00:00,2002,1,5,0.22798947542937542,0.9976851143466773,10.204840618896148
2002-01-05 03:00:00,2002-01-05 03:00:00,2002,1,5,0.26677745349691073,0.9976376494530662,10.243153948027572
2002-01-05 04:00:00,2002-01-05 04:00:00,2002,1,5,0.4609257303500801,0.9975897034456389,10.43682276480647
2002-01-05 05:00:00,2002-01-05 05:00:00,2002,1,5,0.10717801112656877,0.9975412763475174,10.082590774601744
2002-01-05 06:00:00,2002-01-05 06:00:00,2002,1,5,0.7090861356176998,0.997492368182056,10.684009817438259
2002-01-05 07:00:00,2002-01-05 07:00:00,2002,1,5,0.053231642229468856,0.9974429789728406,10.027661431957874
2002-01-05 08:00:00,2002-01-05 08:00:00,2002,1,5,0.8628068685900395,0.9973931087436895,10.836737956026935
2002-01-05 09:00:00,2002-01-05 09:00:00,2002,1,5,0.7454269663254062,0.9973427575186525,10.71885454151193
2002-01-05 10:00:00,2002-01-05 10:00:00,2002,1,5,0.953685837526559,0.9972919253220119,10.926605090746678
2002-01-05 11:00:00,2002-01-05 11:00:00,2002,1,5,0.5116863542346419,0.9972406121782815,10.484092476017457
2002-01-05 12:00:00,2002-01-05 12:00:00,2002,1,5,0.28773943511456723,0.9971888181122075,10.259627616236642
2002-01-05 13:00:00,2002-01-05 13:00:00,2002,1,5,0.6588198853763196,0.9971365431487673,10.630185316863992
2002-01-05 14:00:00,2002-01-05 14:00:00,2002,1,5,0.29619430956960435,0.997083787313171,10.267032182701314
